date,temp_max,temp_min
2000-04-26,28.1432,22.7549
2000-04-27,27.7279,22.6697
2000-04-28,28.2391,22.6837
2000-04-29,28.8139,22.813
2000-04-30,28.6926,22.6547
2000-05-01,28.1822,22.4556
2000-05-02,27.3972,22.3614
2000-05-03,26.9349,22.3996
2000-05-04,27.5471,22.2853
2000-05-05,27.6413,22.2378
2000-05-06,27.4588,22.2108
2000-05-07,28.2957,22.1734
2000-05-08,28.5975,22.2254
2000-05-09,27.6141,22.3296
2000-05-10,27.4935,22.4327
2000-05-11,27.0396,22.4033
2000-05-12,28.4293,22.7304
2000-05-13,28.3907,22.9084
2000-05-14,28.272,23.0095
2000-05-15,28.2303,23.1192
2000-05-16,28.8218,22.8744
2000-05-17,28.7071,22.7498
2000-05-18,29.0782,22.7725
2000-05-19,27.7568,22.9724
2000-05-20,27.8047,23.1949
2000-05-21,29.6135,23.271
2000-05-22,29.8448,23.2623
2000-05-23,29.2974,23.3268
2000-05-24,28.6799,22.763
2000-05-25,27.1199,22.1351
2000-05-26,27.164,22.0276
2000-05-27,27.0866,22.2893
2000-05-28,28.7555,22.5251
2000-05-29,27.9287,22.5512
2000-05-30,26.8556,22.3966
2000-05-31,27.3014,22.2803
2000-06-01,26.2895,22.2391
2000-06-02,26.003,22.2873
2000-06-03,27.0979,22.4468
2000-06-04,26.6086,22.5338
2000-06-05,26.4559,22.3858
2000-06-06,26.2648,21.9497
2000-06-07,27.4782,21.8133
2000-06-08,28.0767,22.3517
2000-06-09,28.7244,22.4652
2000-06-10,26.8318,22.3141
2000-06-11,27.3571,21.664
2000-06-12,25.5399,21.7262
2000-06-13,26.3638,22.2625
2000-06-14,27.4255,22.0482
2000-06-15,27.9467,22.1504
2000-06-16,27.8451,22.4245
2000-06-17,27.9019,22.4573
2000-06-18,27.881,22.1269
2000-06-19,26.7065,22.084
2000-06-20,27.1685,22.0852
2000-06-21,27.1367,22.3267
2000-06-22,27.7008,22.4377
2000-06-23,28.5173,22.1059
2000-06-24,28.3695,22.0585
2000-06-25,27.57,22.3625
2000-06-26,28.5783,22.1719
2000-06-27,26.6644,21.9993
2000-06-28,27.9843,22.3657
2000-06-29,27.2482,21.7493
2000-06-30,26.1229,21.8748
2000-07-01,26.0593,21.9807
2000-07-02,26.2025,22.0746
2000-07-03,27.865,22.1302
2000-07-04,27.441,22.2283
2000-07-05,26.9987,22.2454
2000-07-06,26.9649,22.7076
2000-07-07,27.5371,22.3987
2000-07-08,25.5586,22.4917
2000-07-09,28.1739,22.4408
2000-07-10,28.3602,22.3461
2000-07-11,28.5022,22.4864
2000-07-12,28.4835,22.035
2000-07-13,27.5474,21.8777
2000-07-14,28.7939,22.0719
2000-07-15,29.1451,22.2986
2000-07-16,28.5995,22.2461
2000-07-17,28.683,22.4425
2000-07-18,29.0685,22.0764
2000-07-19,28.824,21.9721
2000-07-20,28.476,21.9974
2000-07-21,27.8803,21.7218
2000-07-22,28.157,21.6552
2000-07-23,28.3342,21.6266
2000-07-24,28.1077,21.6817
2000-07-25,27.2546,21.5606
2000-07-26,27.2166,21.5258
2000-07-27,27.1037,21.6823
2000-07-28,27.6726,21.9876
2000-07-29,27.9027,21.7927
2000-07-30,27.7239,21.6402
2000-07-31,26.9085,21.5517
2000-08-01,26.8319,21.7377
2000-08-02,27.8744,21.9094
2000-08-03,26.517,21.5333
2000-08-04,26.9902,21.4484
2000-08-05,26.8369,21.4598
2000-08-06,24.9005,21.3614
2000-08-07,25.1863,21.3766
2000-08-08,26.9826,21.3583
2000-08-09,25.6343,21.5521
2000-08-10,26.0046,21.7736
2000-08-11,27.5546,21.7692
2000-08-12,28.8407,21.6676
2000-08-13,26.7718,21.7308
2000-08-14,27.1236,21.2939
2000-08-15,26.2655,21.1863
2000-08-16,26.6385,21.1569
2000-08-17,26.7121,21.2555
2000-08-18,26.1161,21.4498
2000-08-19,26.8889,21.4527
2000-08-20,26.9749,22.0452
2000-08-21,27.64,22.1488
2000-08-22,27.2667,22.1784
2000-08-23,27.6541,21.915
2000-08-24,25.7593,21.7512
2000-08-25,24.6834,21.2389
2000-08-26,24.524,21.0553
2000-08-27,26.5272,21.1557
2000-08-28,26.3025,21.497
2000-08-29,27.0356,21.8327
2000-08-30,27.7883,21.9993
2000-08-31,27.9998,21.7957
2000-09-01,28.4617,21.7357
2000-09-02,28.9782,21.789
2000-09-03,28.4963,22.1139
2000-09-04,27.5942,21.8089
2000-09-05,28.443,21.6721
2000-09-06,28.1455,21.7266
2000-09-07,27.5577,20.987
2000-09-08,27.6317,21.0255
2000-09-09,27.8541,21.1866
2000-09-10,28.455,21.778
2000-09-11,27.9463,21.7364
2000-09-12,27.903,21.9272
2000-09-13,28.1613,21.728
2000-09-14,27.8703,21.6806
2000-09-15,26.557,21.6357
2000-09-16,27.0493,21.6685
2000-09-17,26.4956,21.7536
2000-09-18,27.2408,21.7281
2000-09-19,26.7734,21.5668
2000-09-20,25.4276,21.0763
2000-09-21,25.2856,21.1304
2000-09-22,26.4349,21.353
2000-09-23,26.0854,21.1899
2000-09-24,25.0516,20.9856
2000-09-25,24.9449,20.9793
2000-09-26,25.5689,21.2576
2000-09-27,26.2048,21.1484
2000-09-28,26.9997,21.0914
2000-09-29,26.1916,21.5646
2000-09-30,25.4796,21.3501
2000-10-01,25.2961,20.8262
2000-10-02,26.1283,20.8527
2000-10-03,27.3861,21.2528
2000-10-04,27.2532,21.4758
2000-10-05,25.768,21.7038
2000-10-06,25.6817,21.0068
2000-10-07,26.083,21.0829
2000-10-08,26.4704,21.5709
2000-10-09,27.3429,21.5771
2000-10-10,26.699,21.607
2000-10-11,26.9955,21.4689
2000-10-12,26.1105,21.5716
2000-10-13,26.9473,21.9756
2000-10-14,27.3551,22.1078
2000-10-15,27.4689,21.9393
2000-10-16,27.6677,21.8461
2000-10-17,26.9675,22.2392
2000-10-18,27.6602,22.214
2000-10-19,26.8523,21.5769
2000-10-20,26.6857,21.6052
2000-10-21,27.9718,21.7239
2000-10-22,27.9275,21.5842
2000-10-23,27.0489,21.5742
2000-10-24,28.2731,21.1182
2000-10-25,27.2109,20.8812
2000-10-26,27.2738,20.2646
2000-10-27,27.6695,20.1406
2000-10-28,28.0806,21.2536
2000-10-29,27.8707,21.259
2000-10-30,28.1141,21.2576
2000-10-31,27.8755,21.3679
2000-11-01,27.0614,21.5874
2000-11-02,27.8961,21.3595
2000-11-03,26.7329,21.15
2000-11-04,27.646,21.1348
2000-11-05,27.1326,21.4866
2000-11-06,26.5881,21.5588
2000-11-07,25.9888,21.124
2000-11-08,25.8635,20.8618
2000-11-09,25.3702,20.9816
2000-11-10,26.2022,21.1466
2000-11-11,26.5029,20.9567
2000-11-12,23.7808,20.7989
2000-11-13,26.9426,20.9584
2000-11-14,27.5011,20.8732
2000-11-15,27.6606,20.8643
2000-11-16,28.3371,20.98
2000-11-17,26.0089,21.0073
2000-11-18,22.3488,20.9434
2000-11-19,22.7434,21.1356
2000-11-20,23.3732,21.0081
2000-11-21,25.4351,21.2366
2000-11-22,25.0778,20.2512
2000-11-23,25.7306,20.4582
2000-11-24,25.2799,20.4738
2000-11-25,25.6228,20.6259
2000-11-26,24.9094,20.4587
2000-11-27,24.8898,20.5837
2000-11-28,26.1959,20.6941
2000-11-29,26.1064,20.743
2000-11-30,26.0664,20.8227
2000-12-01,26.5948,20.3623
2000-12-02,26.4425,20.19
2000-12-03,26.1365,20.9208
2000-12-04,26.5839,20.6368
2000-12-05,26.3,21.0001
2000-12-06,25.9374,20.9621
2000-12-07,25.6995,21.2279
2000-12-08,25.5007,20.7265
2000-12-09,24.6045,20.8226
2000-12-10,25.3406,20.1694
2000-12-11,25.5263,19.2627
2000-12-12,26.1046,18.8169
2000-12-13,26.5306,20.7887
2000-12-14,26.5427,21.149
2000-12-15,26.1582,20.8265
2000-12-16,24.9694,20.6809
2000-12-17,24.7039,20.6308
2000-12-18,24.1419,20.4092
2000-12-19,24.0128,20.4435
2000-12-20,25.4778,20.5537
2000-12-21,25.2014,20.6024
2000-12-22,24.4524,20.574
2000-12-23,25.7345,20.5634
2000-12-24,24.0668,20.6778
2000-12-25,23.252,20.5
2000-12-26,23.8786,20.3326
2000-12-27,24.3255,21.1642
2000-12-28,25.4381,19.9226
2000-12-29,25.4261,19.6153
2000-12-30,25.7917,20.3071
2000-12-31,25.4633,20.5162
2001-01-01,25.7219,19.9878
2001-01-02,26.1155,20.1665
2001-01-03,26.2919,19.8142
2001-01-04,25.6662,20.5434
2001-01-05,25.8291,20.3118
2001-01-06,25.5307,20.3064
2001-01-07,26.1698,19.4967
2001-01-08,25.3058,19.3382
2001-01-09,25.3764,20.1688
2001-01-10,26.0018,19.9511
2001-01-11,26.0976,20.4266
2001-01-12,25.3216,20.5507
2001-01-13,25.4662,20.0882
2001-01-14,25.9291,19.9858
2001-01-15,25.599,20.1084
2001-01-16,25.3313,19.8717
2001-01-17,26.6029,19.6866
2001-01-18,23.8409,20.3951
2001-01-19,25.9694,20.4303
2001-01-20,25.9933,20.5753
2001-01-21,23.3829,20.2951
2001-01-22,25.266,20.1545
2001-01-23,25.4375,20.2016
2001-01-24,25.5308,20.8047
2001-01-25,25.6025,20.6993
2001-01-26,25.1547,20.5569
2001-01-27,24.3921,19.8625
2001-01-28,25.5452,19.6363
2001-01-29,25.735,20.3295
2001-01-30,25.5125,20.5081
2001-01-31,23.8867,20.6806
2001-02-01,22.7134,20.3224
2001-02-02,24.0344,20.2676
2001-02-03,24.944,20.4397
2001-02-04,25.4015,20.3732
2001-02-05,24.8482,20.2195
2001-02-06,25.5249,19.9129
2001-02-07,25.4558,19.3331
2001-02-08,26.6701,19.0265
2001-02-09,26.0206,18.5395
2001-02-10,25.6146,18.3743
2001-02-11,24.8315,18.0604
2001-02-12,24.8669,17.4583
2001-02-13,25.4405,18.342
2001-02-14,25.8034,18.5078
2001-02-15,25.88,20.6289
2001-02-16,25.5894,20.4237
2001-02-17,25.9305,20.4275
2001-02-18,25.6857,20.958
2001-02-19,25.2011,20.6542
2001-02-20,26.3016,19.9668
2001-02-21,25.8799,19.6427
2001-02-22,26.0171,20.1694
2001-02-23,26.6729,19.0801
2001-02-24,26.3149,18.7971
2001-02-25,26.162,18.9837
2001-02-26,26.7286,20.6769
2001-02-27,26.4366,20.9115
2001-02-28,26.206,20.3974
2001-03-01,26.8914,19.9864
2001-03-02,27.3191,19.5099
2001-03-03,27.5551,20.3222
2001-03-04,27.4242,20.5896
2001-03-05,27.7214,20.5126
2001-03-06,27.3687,19.8837
2001-03-07,28.5805,19.5275
2001-03-08,27.9345,20.098
2001-03-09,27.6164,19.8665
2001-03-10,28.1937,19.9359
2001-03-11,28.1498,20.8834
2001-03-12,28.027,20.5454
2001-03-13,28.1985,20.1277
2001-03-14,27.6849,20.6148
2001-03-15,27.5966,20.6504
2001-03-16,27.4127,20.6496
2001-03-17,27.355,20.8481
2001-03-18,27.48,20.7217
2001-03-19,27.1266,21.0752
2001-03-20,27.2966,20.8521
2001-03-21,28.9358,21.0329
2001-03-22,28.9971,21.7737
2001-03-23,28.4089,21.9954
2001-03-24,29.1424,22.1099
2001-03-25,28.8943,22.5954
2001-03-26,28.919,22.4451
2001-03-27,29.7925,22.8895
2001-03-28,29.6841,22.6952
2001-03-29,28.893,22.363
2001-03-30,28.7977,22.2404
2001-03-31,29.3306,21.7173
2001-04-01,29.3255,21.1629
2001-04-02,28.4309,21.3991
2001-04-03,27.6275,21.8341
2001-04-04,28.0217,21.5273
2001-04-05,27.6673,21.4836
2001-04-06,27.7474,21.7138
2001-04-07,27.0881,21.6979
2001-04-08,26.5839,21.5531
2001-04-09,27.1219,21.3308
2001-04-10,26.3122,21.3209
2001-04-11,25.6152,21.1247
2001-04-12,26.7391,21.3223
2001-04-13,26.5562,21.4091
2001-04-14,26.1823,21.1479
2001-04-15,26.5394,20.602
2001-04-16,27.0143,20.4118
2001-04-17,26.5828,21.2131
2001-04-18,26.3331,21.0952
2001-04-19,26.593,20.8849
2001-04-20,26.115,20.994
2001-04-21,27.1314,21.4681
2001-04-22,27.2702,21.8048
2001-04-23,27.0131,21.4716
2001-04-24,26.8206,21.319
2001-04-25,27.1002,21.5584
2001-04-26,25.6004,21.8705
2001-04-27,25.7862,21.942
2001-04-28,26.5334,21.9305
2001-04-29,26.2778,21.8719
2001-04-30,26.2784,21.9036
2001-05-01,27.1561,22.3916
2001-05-02,27.1024,22.4556
2001-05-03,27.6316,23.2289
2001-05-04,28.5956,22.7326
2001-05-05,28.7911,22.6127
2001-05-06,28.7413,22.785
2001-05-07,28.1391,22.5558
2001-05-08,26.4562,22.4349
2001-05-09,27.0295,22.5356
2001-05-10,27.6073,22.9936
2001-05-11,27.1801,23.0515
2001-05-12,26.4003,22.9464
2001-05-13,27.2524,22.8453
2001-05-14,27.5511,22.8056
2001-05-15,28.3497,23.1819
2001-05-16,28.1595,23.1152
2001-05-17,27.8784,22.6955
2001-05-18,28.1217,22.6454
2001-05-19,27.9586,22.6297
2001-05-20,28.3303,22.9851
2001-05-21,28.9877,23.082
2001-05-22,28.423,22.9853
2001-05-23,27.9038,22.505
2001-05-24,28.3228,22.472
2001-05-25,28.3865,22.8153
2001-05-26,28.7331,22.6766
2001-05-27,28.86,22.3841
2001-05-28,28.0708,22.2014
2001-05-29,27.5469,22.7583
2001-05-30,26.9092,22.9013
2001-05-31,29.208,23.1422
2001-06-01,28.7862,22.9847
2001-06-02,27.918,21.9947
2001-06-03,23.4256,21.6481
2001-06-04,26.667,21.7764
2001-06-05,27.1081,22.0033
2001-06-06,26.5922,22.2736
2001-06-07,27.9928,22.347
2001-06-08,27.3907,22.4643
2001-06-09,27.9885,22.5483
2001-06-10,27.3339,22.5536
2001-06-11,26.7127,22.0574
2001-06-12,28.0386,21.9816
2001-06-13,27.4461,22.026
2001-06-14,28.4474,21.9898
2001-06-15,28.1761,21.9661
2001-06-16,28.7337,22.0931
2001-06-17,28.7754,22.6953
2001-06-18,27.9207,22.1736
2001-06-19,27.7562,22.1032
2001-06-20,28.4507,22.1372
2001-06-21,27.7803,22.5818
2001-06-22,28.3285,22.4563
2001-06-23,27.6827,22.5971
2001-06-24,28.6665,22.5143
2001-06-25,28.2473,23.0256
2001-06-26,28.3176,22.517
2001-06-27,28.1721,22.8133
2001-06-28,26.658,22.1525
2001-06-29,27.3695,22.2447
2001-06-30,27.4944,22.1097
2001-07-01,28.0289,22.2817
2001-07-02,27.5052,22.2583
2001-07-03,26.8168,22.3611
2001-07-04,26.4823,21.9228
2001-07-05,27.6499,22.2333
2001-07-06,28.0859,22.5166
2001-07-07,27.5262,22.5631
2001-07-08,27.2541,21.5894
2001-07-09,27.265,21.6165
2001-07-10,27.5507,22.0924
2001-07-11,27.8897,22.1152
2001-07-12,29.2947,22.0169
2001-07-13,29.5316,21.9071
2001-07-14,29.876,21.9123
2001-07-15,29.3885,22.1764
2001-07-16,28.7683,22.214
2001-07-17,28.6594,22.0552
2001-07-18,29.2827,22.0181
2001-07-19,28.2124,22.167
2001-07-20,28.0888,22.284
2001-07-21,28.6948,22.308
2001-07-22,27.9099,22.235
2001-07-23,27.4543,22.047
2001-07-24,27.7688,21.9697
2001-07-25,27.8522,21.4902
2001-07-26,25.2259,21.29
2001-07-27,27.8648,21.3411
2001-07-28,27.8014,22.0289
2001-07-29,26.7752,22.124
2001-07-30,26.4169,21.8908
2001-07-31,25.7156,21.3764
2001-08-01,25.1588,21.4107
2001-08-02,27.2466,21.7144
2001-08-03,27.3377,21.8473
2001-08-04,27.0514,21.7855
2001-08-05,28.5454,22.1469
2001-08-06,28.5292,22.3259
2001-08-07,28.118,22.0425
2001-08-08,27.2847,21.9653
2001-08-09,28.1964,22.0049
2001-08-10,28.0207,21.9812
2001-08-11,27.8848,22.1775
2001-08-12,27.5697,21.9971
2001-08-13,28.1856,21.9868
2001-08-14,27.8581,21.9793
2001-08-15,28.1161,22.1131
2001-08-16,28.6955,22.1238
2001-08-17,28.6314,22.2222
2001-08-18,28.8809,22.4238
2001-08-19,29.0241,22.5777
2001-08-20,28.4107,22.5893
2001-08-21,27.6662,22.3084
2001-08-22,28.3113,22.2358
2001-08-23,28.2418,22.3029
2001-08-24,28.1524,22.1852
2001-08-25,28.3801,22.2623
2001-08-26,29.3808,22.2333
2001-08-27,28.5038,22.1337
2001-08-28,27.9002,22.7938
2001-08-29,27.8509,22.5976
2001-08-30,28.2536,22.7225
2001-08-31,29.1302,22.5253
2001-09-01,28.1736,22.1775
2001-09-02,28.2649,22.0801
2001-09-03,29.1212,21.993
2001-09-04,28.8573,21.989
2001-09-05,29.5722,22.469
2001-09-06,29.083,22.3406
2001-09-07,29.4673,21.7702
2001-09-08,28.5285,21.5874
2001-09-09,28.4276,21.668
2001-09-10,28.862,22.2004
2001-09-11,28.7242,22.0634
2001-09-12,28.7161,21.9291
2001-09-13,28.4333,22.1117
2001-09-14,27.7771,21.8935
2001-09-15,28.5402,21.8559
2001-09-16,27.6598,21.9812
2001-09-17,28.0882,21.9873
2001-09-18,27.6156,22.0136
2001-09-19,28.2295,21.5128
2001-09-20,27.6288,21.5788
2001-09-21,26.816,21.6329
2001-09-22,27.4399,21.4979
2001-09-23,27.1137,22.0015
2001-09-24,27.4593,21.8575
2001-09-25,25.3748,21.3783
2001-09-26,26.959,21.4698
2001-09-27,27.9043,22.0579
2001-09-28,27.157,22.0115
2001-09-29,25.6215,21.6725
2001-09-30,26.449,22.1088
2001-10-01,27.9798,22.384
2001-10-02,28.5047,22.5143
2001-10-03,27.5395,22.5045
2001-10-04,26.3723,22.3559
2001-10-05,27.8296,21.9615
2001-10-06,28.7949,22.0132
2001-10-07,27.8907,22.0481
2001-10-08,27.7259,21.9403
2001-10-09,28.1086,21.556
2001-10-10,27.9166,21.4403
2001-10-11,27.0998,21.7446
2001-10-12,28.1087,21.9743
2001-10-13,28.0617,22.156
2001-10-14,28.5656,22.0802
2001-10-15,28.1656,22.5367
2001-10-16,28.961,22.2042
2001-10-17,28.3525,22.1403
2001-10-18,27.682,22.0047
2001-10-19,27.8161,21.9558
2001-10-20,27.4133,21.2682
2001-10-21,27.4053,21.0425
2001-10-22,27.6276,21.1659
2001-10-23,27.0074,21.2243
2001-10-24,27.0931,21.5056
2001-10-25,25.8207,21.7159
2001-10-26,26.3938,21.6992
2001-10-27,26.5231,21.299
2001-10-28,27.5287,21.1409
2001-10-29,27.3513,21.2427
2001-10-30,27.0452,21.5943
2001-10-31,26.8224,21.2791
2001-11-01,27.4723,21.0381
2001-11-02,26.7442,21.0509
2001-11-03,27.368,21.1026
2001-11-04,27.7239,21.7351
2001-11-05,26.4029,21.7286
2001-11-06,26.5725,21.8897
2001-11-07,27.5461,21.4355
2001-11-08,26.9603,21.2562
2001-11-09,27.4121,21.6823
2001-11-10,27.2241,21.9442
2001-11-11,28.0397,21.3053
2001-11-12,27.7037,21.2416
2001-11-13,26.8373,21.7027
2001-11-14,27.2879,21.1157
2001-11-15,25.5081,20.5712
2001-11-16,24.6439,20.3096
2001-11-17,25.7956,20.8997
2001-11-18,26.4375,21.2222
2001-11-19,25.2211,20.5211
2001-11-20,26.7283,20.376
2001-11-21,26.0422,20.2324
2001-11-22,25.0035,21.1722
2001-11-23,24.3525,20.7745
2001-11-24,26.2129,20.5316
2001-11-25,25.8552,20.6
2001-11-26,25.9276,19.8094
2001-11-27,26.3581,19.6257
2001-11-28,26.1458,19.9463
2001-11-29,26.5785,19.7475
2001-11-30,26.5768,19.699
2001-12-01,26.6506,20.0642
2001-12-02,27.0901,20.5186
2001-12-03,24.6175,20.8929
2001-12-04,25.6539,20.8078
2001-12-05,25.2771,20.7287
2001-12-06,25.7346,20.7097
2001-12-07,25.8317,20.6581
2001-12-08,25.7797,20.9463
2001-12-09,26.5347,20.4343
2001-12-10,25.6398,20.2654
2001-12-11,26.6904,20.7168
2001-12-12,25.92,20.5391
2001-12-13,26.0266,20.27
2001-12-14,26.3974,20.2583
2001-12-15,26.2167,20.2008
2001-12-16,27.3581,19.0694
2001-12-17,27.0694,19.1028
2001-12-18,25.6732,21.1285
2001-12-19,25.4856,20.7734
2001-12-20,23.0381,20.8616
2001-12-21,23.7403,20.8619
2001-12-22,24.1029,20.6679
2001-12-23,25.1805,20.3364
2001-12-24,25.3901,20.1401
2001-12-25,25.6056,20.3479
2001-12-26,25.9499,20.5167
2001-12-27,25.5668,20.62
2001-12-28,25.2745,21.0323
2001-12-29,26.127,20.9605
2001-12-30,25.1803,20.5866
2001-12-31,26.0437,20.6629
2002-01-01,26.2667,20.7846
2002-01-02,25.6013,21.2434
2002-01-03,25.5678,21.1656
2002-01-04,24.8693,20.9112
2002-01-05,24.3313,20.6852
2002-01-06,25.867,20.6351
2002-01-07,25.5539,20.8484
2002-01-08,25.7642,20.9734
2002-01-09,26.1625,20.7212
2002-01-10,26.3568,20.6055
2002-01-11,25.9926,20.9506
2002-01-12,25.9279,20.695
2002-01-13,25.6015,19.5076
2002-01-14,25.9822,19.2926
2002-01-15,25.5564,19.1153
2002-01-16,25.6477,18.8551
2002-01-17,25.9744,18.8672
2002-01-18,26.8846,18.3945
2002-01-19,26.1698,19.4312
2002-01-20,26.8168,20.5358
2002-01-21,27.0598,20.9565
2002-01-22,27.6364,20.4551
2002-01-23,27.901,20.2103
2002-01-24,26.4948,20.7168
2002-01-25,27.2462,20.0211
2002-01-26,27.2835,19.7193
2002-01-27,26.7884,19.8599
2002-01-28,26.9876,19.4886
2002-01-29,27.0146,20.6884
2002-01-30,27.2544,21.0815
2002-01-31,25.9332,21.2442
2002-02-01,25.6946,21.3115
2002-02-02,25.2364,21.044
2002-02-03,26.4499,21.1482
2002-02-04,25.8978,21.0227
2002-02-05,26.3217,21.0798
2002-02-06,26.9144,19.1497
2002-02-07,27.3332,18.9379
2002-02-08,27.1755,19.8827
2002-02-09,27.7263,19.8069
2002-02-10,26.8733,20.6096
2002-02-11,25.7205,20.7853
2002-02-12,27.6371,20.4295
2002-02-13,27.6767,20.1629
2002-02-14,27.5528,20.4782
2002-02-15,27.8804,20.7947
2002-02-16,28.6348,19.7741
2002-02-17,28.4048,19.3345
2002-02-18,28.3205,19.9884
2002-02-19,28.2275,20.6987
2002-02-20,27.9724,21.0063
2002-02-21,28.4219,20.6054
2002-02-22,28.2653,20.463
2002-02-23,28.9947,20.2987
2002-02-24,28.87,19.8793
2002-02-25,28.9505,20.8
2002-02-26,27.6988,21.7272
2002-02-27,27.6132,21.5877
2002-02-28,27.6449,21.4295
2002-03-01,27.7293,21.2635
2002-03-02,28.8294,20.1538
2002-03-03,29.1058,19.6985
2002-03-04,28.1287,20.3125
2002-03-05,28.3875,20.8488
2002-03-06,26.8984,21.5617
2002-03-07,27.2871,21.0864
2002-03-08,27.7494,20.9282
2002-03-09,28.0814,20.6024
2002-03-10,28.301,20.285
2002-03-11,29.3652,20.0374
2002-03-12,29.2787,19.8721
2002-03-13,28.7391,21.5971
2002-03-14,27.2208,21.4118
2002-03-15,28.7696,21.0595
2002-03-16,28.6513,21.1968
2002-03-17,28.6791,20.9555
2002-03-18,29.5756,20.7188
2002-03-19,29.7101,21.4408
2002-03-20,29.4901,22.0564
2002-03-21,29.4949,21.7487
2002-03-22,29.4987,21.6423
2002-03-23,28.9914,21.4817
2002-03-24,29.3397,21.7908
2002-03-25,29.5163,22.0939
2002-03-26,28.4277,22.0663
2002-03-27,28.5798,21.9091
2002-03-28,29.7036,21.9111
2002-03-29,30.3175,22.4094
2002-03-30,28.5045,22.1686
2002-03-31,28.4198,21.8951
2002-04-01,27.6746,21.9373
2002-04-02,28.3572,22.1911
2002-04-03,28.9148,22.2593
2002-04-04,28.4585,22.2443
2002-04-05,27.4772,21.9612
2002-04-06,28.0243,21.649
2002-04-07,27.9651,21.6463
2002-04-08,28.0585,21.4405
2002-04-09,28.114,21.4651
2002-04-10,28.0215,21.4997
